-1.627 -6.208 -15.546 -16.497 -26.755
-5.322 -10.569 -22.098 -21.471 -34.369
-9.764 -14.546 -28.464 -27.627 -42.257
-12.338 -16.153 -31.528 -31.880 -46.494
-12.992 -14.848 -30.627 -32.621 -46.175
-13.996 -12.548 -28.331 -31.541 -44.099
-17.121 -11.951 -27.875 -31.866 -43.886
-21.471 -13.708 -29.777 -34.851 -46.544
-24.235 -15.470 -31.059 -38.210 -49.591
-23.505 -14.026 -28.162 -38.285 -49.600
-20.014 -8.460 -20.654 -33.714 -45.607
-16.182 -1.178 -11.998 -26.847 -40.188
-13.609 4.238 -6.510 -21.547 -37.147
-11.771 6.166 -5.539 -19.749 -38.118
-9.023 6.029 -6.627 -20.131 -41.276
-4.549 6.608 -6.260 -19.862 -43.238
0.818 9.403 -3.273 -17.323 -42.111
5.416 13.540 0.533 -13.147 -38.781
8.065 16.777 2.766 -9.129 -35.417
8.560 17.263 2.811 -6.764 -33.328
7.167 14.393 1.487 -6.969 -32.641
4.107 8.542 -1.195 -10.619 -33.739
-0.376 0.485 -7.057 -18.469 -38.187
-5.688 -8.817 -17.825 -30.017 -47.281
-10.988 -18.124 -32.129 -42.563 -59.527
-15.649 -26.051 -45.000 -52.065 -70.238
-19.545 -31.463 -51.041 -55.524 -74.452
-22.685 -33.874 -48.580 -53.008 -70.816
-24.762 -33.592 -40.969 -47.443 -62.687
-25.231 -31.543 -33.810 -42.354 -55.309
-24.028 -28.847 -30.630 -39.494 -51.762
-22.028 -26.241 -30.667 -38.117 -51.174
-20.576 -23.605 -30.120 -36.025 -50.274
-20.297 -20.147 -25.451 -31.356 -46.281
-20.494 -15.323 -16.110 -23.890 -38.740
-19.851 -9.855 -5.018 -15.324 -29.494
-17.834 -5.734 3.243 -8.486 -21.573
-15.304 -4.708 5.470 -5.668 -17.651
-13.687 -6.543 2.200 -6.929 -18.521
-13.506 -8.916 -2.448 -9.686 -22.289
-13.884 -9.406 -3.855 -10.433 -25.371
-13.611 -7.785 -0.717 -7.647 -25.119
-12.680 -6.303 3.691 -3.296 -21.919
-12.562 -7.423 4.435 -1.242 -18.524
-14.814 -11.234 -0.343 -3.620 -17.025
-19.292 -15.269 -7.443 -8.607 -16.605
-23.929 -17.017 -11.584 -12.003 -14.792
-26.339 -16.536 -10.523 -11.253 -10.940
-25.793 -16.346 -7.226 -7.947 -7.880
-23.660 -18.629 -6.747 -6.137 -9.396
-21.969 -22.688 -11.073 -8.233 -15.964
-21.513 -25.306 -17.016 -12.550 -23.422
-21.389 -23.800 -19.291 -15.005 -26.377
-20.215 -18.538 -15.450 -13.049 -22.990
-17.612 -12.436 -7.768 -7.727 -16.176
-14.542 -8.131 -0.628 -2.114 -10.235
-12.332 -5.789 3.451 1.816 -6.712
-11.637 -3.756 5.152 4.395 -3.872
-12.291 -0.970 6.412 6.746 0.227
-13.891 1.611 7.903 8.759 4.880
-16.215 2.001 8.605 9.158 7.414
-18.846 -0.525 7.501 7.379 6.433
-20.754 -4.482 5.004 4.685 3.705
-20.684 -7.414 2.539 2.959 2.460
-18.278 -7.948 1.026 2.607 3.923
-14.688 -6.568 0.210 2.165 5.971
-11.902 -4.671 -0.581 0.165 5.388
-11.123 -3.245 -1.319 -2.863 1.371
-11.792 -2.471 -1.212 -4.658 -3.414
-12.260 -2.307 0.124 -3.649 -5.368
-11.411 -2.964 1.785 -0.752 -3.491
-9.629 -4.636 2.137 1.523 -0.238
-8.193 -6.948 0.336 1.649 1.091
-7.963 -9.067 -2.787 0.465 -0.359
-8.694 -10.316 -5.210 0.088 -2.196
-9.652 -10.620 -5.202 1.684 -1.228
-10.534 -10.307 -2.357 4.650 3.435
-11.572 -9.604 2.414 7.777 9.639
-12.879 -8.675 7.501 10.597 14.243
-13.977 -8.043 11.187 13.324 15.888
-14.351 -8.597 12.136 15.807 15.798
-14.287 -10.726 10.052 17.276 16.313
-14.883 -13.464 6.285 17.463 18.912
-16.829 -14.812 3.497 17.557 23.461
-19.291 -13.409 4.009 19.381 28.792
-20.255 -10.056 7.794 23.217 33.494
-18.214 -7.292 12.173 26.914 36.447
-13.666 -7.197 13.861 27.635 37.130
-8.856 -9.413 11.792 24.774 36.022
-6.070 -11.451 7.890 20.744 34.429
-6.061 -11.150 5.002 18.658 33.465
-7.966 -8.844 4.119 19.254 32.927
-10.297 -6.960 3.888 20.480 31.595
-11.821 -7.360 2.885 20.172 28.991
-11.680 -9.203 1.906 18.761 26.691
-9.340 -9.627 3.420 18.927 27.329
-4.965 -6.741 8.587 22.540 31.913
0.077 -1.822 15.252 28.323 38.367
3.567 1.630 19.513 32.949 43.314
3.867 1.244 19.506 34.370 45.397
1.275 -1.945 17.197 33.709 46.428
-2.113 -4.555 16.211 33.813 49.046
-4.050 -4.161 18.075 36.234 53.496
-3.800 -1.385 20.997 39.920 57.331
-2.314 1.228 22.393 42.806 58.384
-0.951 2.091 22.098 44.186 57.417
-0.246 1.968 22.464 45.165 57.252
0.155 2.501 25.304 46.915 59.396
0.644 3.871 29.393 49.078 62.203
1.074 4.461 31.489 50.167 62.804
1.040 2.893 29.788 49.357 60.441
0.484 -0.089 25.852 47.433 57.276
-0.305 -2.212 22.930 45.927 55.829
-1.134 -2.029 22.825 45.674 56.318
-2.118 -0.218 24.716 46.500 57.046
-3.201 1.699 27.008 48.220 57.205
-3.635 3.427 29.435 51.204 58.338
-2.275 6.125 32.924 55.662 62.471
1.330 10.400 37.546 60.500 69.054
6.167 14.687 41.550 63.615 74.603
10.330 16.346 42.928 63.782 75.828
12.535 14.576 41.834 62.190 73.011
13.114 11.735 40.694 61.607 69.898
13.454 11.254 41.609 63.680 70.062
14.416 14.191 43.914 67.088 73.491
15.306 18.052 44.671 68.493 76.687
14.353 19.095 41.479 65.412 75.874
10.361 15.713 34.612 58.193 70.071
4.012 9.414 26.267 49.308 61.337
-2.291 2.918 18.255 41.090 52.647
-5.944 -2.249 10.995 34.384 45.858
-5.751 -6.126 4.745 29.197 41.470
-2.571 -8.972 0.962 26.047 39.643
1.406 -10.258 1.507 25.999 40.751
4.153 -9.297 6.221 29.213 44.787
5.097 -6.411 12.008 33.872 50.465
5.276 -2.969 15.062 37.042 55.459
6.332 -0.132 14.317 36.980 57.895
9.050 2.160 12.441 34.668 57.829
12.700 4.847 13.180 33.062 57.155
15.656 8.511 17.679 34.670 57.881
16.903 12.785 23.708 39.731 60.373
16.919 16.892 28.384 46.407 63.272
17.089 20.476 31.298 52.524 65.134
18.116 23.625 34.503 57.081 65.952
19.062 26.220 39.589 60.328 66.917
18.078 27.611 45.151 62.677 68.709
14.244 27.092 47.565 63.775 70.281
8.699 24.647 44.323 62.643 69.612
3.812 20.910 36.335 58.532 65.624
1.132 16.372 26.977 51.682 59.152
0.085 10.835 19.081 43.323 52.014
-1.186 4.005 13.104 35.084 45.477
-3.807 -3.521 7.931 28.274 39.801
-6.939 -9.958 2.974 23.531 35.113
-8.621 -13.405 -0.915 20.822 32.144
-7.774 -13.341 -2.293 19.721 31.735
-5.226 -10.989 -0.483 19.782 33.741
-2.806 -8.131 4.049 20.830 36.891
-1.494 -5.533 10.324 23.035 39.946
-0.659 -2.559 17.333 26.608 42.685
0.900 1.651 23.932 31.316 45.554
3.227 6.695 28.818 36.200 48.558
4.877 10.853 31.248 39.970 51.029
4.381 12.672 31.932 41.880 52.559
2.051 12.578 32.828 42.356 53.771
0.137 12.744 35.588 42.733 55.661
0.973 15.094 40.010 44.172 58.165
4.862 19.432 44.236 46.829 59.999
9.772 23.645 46.610 49.944 60.221
13.129 25.790 47.331 52.732 59.611
13.881 25.817 48.088 54.952 59.892
12.829 25.147 49.991 56.594 61.512
11.171 24.656 52.022 57.184 62.752
9.052 23.582 51.775 55.860 61.603
5.745 20.702 47.837 52.397 58.486
1.192 16.349 41.404 48.082 56.391
-3.152 12.659 35.410 45.115 57.866
-5.345 11.408 31.935 44.806 62.014
-5.006 11.838 30.481 46.253 64.992
-3.896 11.250 28.785 46.995 63.662
-4.174 8.090 25.413 45.200 58.696
-5.982 4.057 21.407 41.205 53.718
-7.012 2.610 19.235 36.889 51.547
-4.849 5.047 20.012 33.633 51.457
0.251 8.569 21.882 31.144 50.144
5.167 8.777 21.521 28.380 45.296
6.685 4.214 17.444 25.349 37.987
4.597 -1.815 11.947 23.696 31.885
1.947 -4.269 9.462 25.246 30.329
2.178 -1.092 12.735 30.066 34.040
5.993 5.184 20.341 36.075 41.011
10.865 10.367 27.902 40.586 48.085
13.482 12.657 31.777 42.225 52.661
12.509 13.499 31.589 41.437 53.564
9.213 14.994 29.622 39.607 51.140
5.862 17.283 28.258 37.981 47.002
3.873 19.019 28.476 37.582 43.610
3.402 19.924 30.368 39.417 43.418
4.176 21.871 34.153 44.127 47.758
6.242 26.785 39.762 50.980 55.864
9.787 33.805 45.586 57.555 64.948
14.410 39.276 48.591 60.960 71.539
18.798 40.038 46.615 59.814 73.407
21.299 36.539 40.726 55.142 70.687
20.907 32.288 34.703 49.250 65.322
17.918 30.140 31.531 43.692 59.325
13.896 29.503 30.536 38.422 53.513
10.924 27.504 28.415 32.835 47.742
10.473 22.777 23.328 27.331 42.168
12.417 17.509 17.542 23.484 37.854
15.064 15.393 15.489 22.502 35.974
16.332 17.614 19.018 23.687 36.441
15.334 21.272 25.012 24.794 37.694
12.994 22.093 28.169 24.070 38.064
11.122 18.668 26.219 21.990 37.266
10.673 13.828 22.181 20.859 36.500
10.978 11.825 21.279 22.644 37.066
10.693 14.313 25.863 27.284 39.170
9.470 19.168 33.438 33.038 42.095
8.570 23.153 39.535 38.347 45.286
9.697 25.337 42.141 43.135 48.958
13.180 27.593 43.077 48.325 53.612
17.361 31.899 45.342 54.285 59.199
19.831 37.587 49.587 59.972 64.859
19.329 41.622 53.429 63.640 69.315
16.667 41.661 53.976 64.255 71.460
13.928 38.426 50.612 62.139 70.663
12.862 34.911 45.347 58.405 67.081
13.815 33.228 40.730 53.982 61.829
15.840 32.542 37.728 49.199 56.590
17.487 30.261 35.440 44.005 52.308
17.653 25.095 32.417 38.212 48.046
15.877 18.449 27.854 31.475 41.418
12.285 12.703 21.603 23.335 30.784
7.361 8.372 13.611 13.692 17.318
1.778 3.462 3.927 3.371 4.765
-3.690 -4.089 -6.593 -6.015 -3.267
-8.175 -13.448 -15.890 -13.004 -5.973
-10.825 -20.772 -21.497 -17.201 -5.545
-11.051 -22.265 -22.086 -19.179 -4.772
-8.928 -17.463 -18.368 -19.403 -4.434
-5.334 -9.553 -12.436 -17.486 -2.904
-1.613 -2.553 -6.146 -12.641 1.985
1.143 1.784 -0.076 -4.961 10.613
2.649 4.480 6.048 3.872 20.837
3.374 7.339 12.184 11.428 29.270
3.993 10.858 17.439 16.174 33.479
4.830 14.026 20.825 18.439 33.563
5.780 15.709 22.248 19.718 31.928
6.521 15.718 22.550 21.090 31.346
6.650 14.372 22.309 22.120 32.533
5.700 11.613 20.887 21.318 33.368
3.323 6.962 16.901 17.548 30.733
-0.284 0.537 9.865 11.266 23.606
-4.162 -6.256 1.209 4.476 14.648
-7.194 -11.538 -6.592 -0.502 8.382
-9.188 -14.659 -12.008 -2.562 7.433
-11.252 -16.801 -15.490 -2.425 10.369
-14.706 -19.597 -18.325 -1.838 13.330
-19.234 -22.994 -20.581 -1.933 13.790
-22.301 -24.703 -20.448 -2.084 12.750
-20.905 -22.092 -15.954 -0.352 13.244
-14.343 -14.764 -7.336 4.747 17.044
-5.282 -5.257 2.563 12.779 23.040
2.266 3.026 10.534 21.568 28.622
6.367 8.672 15.704 28.949 32.378
8.687 13.183 19.989 34.380 35.088
12.477 19.108 25.781 38.883 38.332
19.086 27.225 33.269 43.493 42.556
26.454 35.516 40.075 47.859 46.633
31.093 40.743 43.388 50.398 48.948
31.336 40.937 42.239 49.645 48.562
28.558 36.547 37.735 45.365 45.334
25.257 29.424 31.332 38.428 39.368
22.336 21.110 23.442 29.937 30.803
18.446 12.083 13.770 20.633 20.239
11.917 2.401 2.767 11.096 9.065
2.997 -7.374 -7.851 1.967 -0.997
-5.986 -16.021 -16.195 -6.171 -8.721
-12.491 -22.370 -21.636 -13.013 -13.741
-15.654 -26.009 -24.893 -18.327 -16.225
-16.398 -27.263 -26.680 -21.428 -16.332
-16.091 -26.682 -26.667 -21.267 -14.162
-15.254 -24.599 -23.923 -17.353 -10.132
-13.477 -21.142 -18.365 -10.685 -5.080
-10.111 -16.430 -11.287 -3.305 0.282
-4.928 -10.723 -4.393 3.216 6.004
1.650 -4.432 1.581 8.796 12.712
8.628 1.941 7.108 14.175 20.583
14.678 7.899 12.768 19.330 28.497
18.664 13.122 18.274 22.979 34.479
20.331 17.482 22.553 23.836 37.127
20.557 20.835 24.668 22.174 36.755
20.768 22.783 24.338 19.666 34.951
21.840 22.757 21.665 17.506 32.979
23.391 20.508 16.765 15.015 30.587
24.123 16.502 9.944 10.436 26.406
22.865 11.663 2.080 3.113 19.526
19.290 6.512 -5.753 -5.679 10.442
13.856 0.679 -13.286 -14.234 0.499
7.259 -6.508 -21.278 -22.365 -9.282
0.101 -14.886 -30.301 -31.156 -18.521
-7.044 -22.957 -39.113 -40.569 -26.595
-13.434 -28.699 -44.687 -47.836 -31.989
-18.209 -31.006 -44.407 -49.062 -33.021
-20.662 -30.287 -38.439 -42.758 -29.340
-20.496 -27.764 -29.777 -31.571 -22.399
-18.010 -24.279 -21.691 -20.110 -14.197
-14.153 -19.919 -15.164 -11.091 -5.744
-10.279 -14.627 -8.829 -3.773 2.988
-7.527 -8.819 -1.202 3.952 11.707
-6.010 -3.153 7.462 12.565 19.056
-4.532 2.159 15.594 20.532 23.870
-1.324 7.550 22.202 26.693 27.045
4.598 13.463 27.744 32.139 31.357
12.544 19.581 33.002 38.955 38.741
20.520 24.847 37.517 47.120 47.684
26.582 28.268 39.708 53.487 54.030
29.993 29.577 38.538 54.373 54.672
31.348 29.138 34.762 49.293 50.499
31.680 27.339 30.065 41.643 45.251
31.453 24.234 25.165 35.474 41.616
30.220 19.764 19.216 31.818 38.807
27.102 14.126 11.364 28.420 34.246
21.664 7.889 2.602 22.868 27.166
14.542 1.735 -4.496 15.340 19.812
7.347 -3.751 -8.117 7.994 14.862
1.772 -8.140 -9.084 2.129 12.161
-1.489 -11.218 -10.033 -3.242 8.711
-3.134 -13.065 -12.520 -9.527 2.199
-4.452 -13.921 -15.158 -15.812 -5.900
-5.895 -13.688 -14.789 -18.741 -11.137
-6.473 -11.641 -9.629 -15.709 -10.205
-4.699 -6.915 -1.184 -7.897 -4.075
-0.352 0.328 6.996 0.344 3.050
4.742 8.210 12.365 5.377 7.780
7.935 13.897 15.125 7.302 10.229
7.989 15.588 17.182 9.040 12.858
6.253 14.067 19.793 12.662 17.081
5.544 12.323 22.533 17.134 21.441
7.771 13.382 24.399 19.763 23.264
12.549 18.144 25.465 19.519 21.803
17.901 24.920 26.956 18.279 19.381
22.094 30.807 29.580 18.596 19.102
24.683 33.609 32.167 20.576 21.544
25.983 32.807 32.289 21.444 23.963
26.051 29.232 28.527 18.467 23.040
24.417 24.075 21.885 12.019 18.253
20.852 18.125 14.838 5.427 12.358
16.063 11.638 8.991 1.713 8.399
11.380 4.735 3.855 0.554 6.328
7.722 -2.140 -1.998 -1.379 2.963
4.956 -8.017 -8.708 -7.075 -4.567
2.316 -11.737 -14.469 -16.120 -15.405
-0.667 -12.699 -17.185 -24.830 -25.291
-3.734 -11.440 -16.715 -29.327 -30.295
-6.261 -9.499 -15.174 -28.580 -30.213
-7.801 -8.415 -14.836 -24.802 -28.160
-8.113 -8.522 -15.798 -21.125 -27.084
-6.842 -8.616 -15.811 -18.896 -26.896
-3.621 -6.971 -12.561 -17.013 -25.160
1.245 -2.965 -6.193 -13.636 -20.272
6.318 2.104 0.316 -8.559 -13.699
9.632 5.858 3.370 -3.883 -8.989
10.152 6.681 1.389 -2.469 -8.790
8.727 4.971 -4.137 -5.418 -12.726
7.370 2.675 -9.979 -10.970 -17.997
7.348 1.557 -13.543 -15.879 -21.696
7.880 1.705 -14.471 -18.062 -22.705
6.919 1.587 -14.519 -18.172 -21.867
3.309 -0.478 -15.915 -18.611 -20.780
-1.750 -4.826 -19.582 -20.994 -20.432
-5.599 -10.180 -24.346 -24.510 -20.697
-6.502 -14.667 -27.832 -26.740 -20.858
-5.278 -17.115 -28.332 -26.044 -20.520
-4.525 -17.619 -26.224 -23.103 -20.015
-6.222 -17.133 -23.567 -20.056 -19.793
-10.042 -16.706 -22.204 -18.242 -19.424
-13.834 -16.851 -22.034 -16.912 -17.528
-15.580 -17.299 -21.209 -14.250 -13.095
-14.820 -17.147 -18.100 -9.550 -6.957
-12.412 -15.402 -13.204 -4.219 -1.599
-9.339 -11.718 -8.982 -0.581 1.019
-6.020 -6.781 -7.679 0.318 1.516
-2.702 -1.951 -9.139 -0.332 2.708
-0.079 1.619 -10.895 -0.337 6.732
0.998 3.725 -10.345 1.404 12.706
0.510 5.053 -7.005 3.969 17.336
-0.230 6.464 -2.643 5.453 17.969
0.598 8.315 0.597 4.826 14.868
3.746 10.314 1.995 2.700 10.441
8.108 11.738 2.162 0.435 6.590
11.480 11.656 1.387 -1.505 3.164
12.082 9.107 -1.427 -4.184 -1.174
9.533 3.586 -7.828 -9.192 -7.189
4.610 -4.256 -17.619 -16.875 -14.412
-1.516 -12.522 -27.980 -25.537 -21.888
-7.794 -19.111 -35.156 -32.430 -28.860
-13.363 -23.275 -37.494 -35.744 -34.572
-17.586 -26.069 -36.690 -35.729 -37.878
-20.290 -28.971 -35.871 -33.972 -37.827
-21.910 -31.922 -36.274 -31.656 -34.635
-23.080 -32.928 -35.879 -28.510 -29.667
-24.001 -29.928 -31.541 -23.512 -24.112
-24.196 -23.010 -22.357 -16.315 -17.790
-23.001 -14.581 -10.806 -7.784 -9.652
-20.280 -7.107 -0.313 1.062 0.608
-16.549 -0.801 8.045 10.353 11.831
-12.567 6.115 16.034 20.993 22.245
-8.805 14.822 25.446 32.799 30.751
-5.431 23.805 35.148 43.224 36.958
-2.519 29.718 41.537 48.673 40.281
-0.155 30.382 41.948 47.419 39.639
1.706 26.762 37.225 41.237 34.565
3.142 21.825 30.587 33.810 26.308
3.939 17.680 24.179 27.507 17.370
3.438 14.007 17.298 21.792 9.603
1.094 9.283 8.297 14.845 2.937
-2.541 3.109 -2.342 6.329 -3.815
-5.715 -3.099 -11.577 -1.850 -11.160
-6.725 -7.746 -16.773 -7.627 -18.261
-5.576 -10.945 -18.670 -11.156 -24.038
-4.243 -14.327 -20.728 -14.577 -28.335
-4.980 -18.929 -25.382 -19.431 -31.734
-8.220 -23.541 -31.265 -24.699 -34.250
-12.215 -25.544 -34.538 -27.739 -34.840
-14.859 -23.515 -32.795 -27.050 -32.413
-15.730 -18.941 -27.443 -23.737 -27.266
-16.223 -15.171 -22.161 -20.161 -21.226
-17.594 -14.489 -19.348 -17.346 -16.239
-19.253 -16.134 -18.377 -14.148 -12.897
-19.249 -17.124 -17.105 -8.961 -10.298
-16.509 -15.040 -14.508 -1.972 -7.153
-12.288 -10.175 -11.587 4.552 -2.944
-9.173 -5.094 -9.793 8.288 1.771
-8.519 -2.139 -9.119 9.001 5.909
-9.099 -1.408 -8.031 8.612 8.631
-8.326 -1.006 -5.178 9.234 9.878
-4.826 0.806 -1.044 11.201 10.354
0.228 3.761 2.210 12.895 10.824
4.211 5.906 2.551 12.402 11.176
5.243 5.541 -0.317 9.206 10.061
3.399 2.783 -4.906 4.356 5.760
0.064 -0.821 -9.371 -0.747 -2.221
-3.415 -4.030 -13.019 -5.601 -12.301
-6.513 -7.135 -16.548 -10.655 -21.736
-9.258 -11.287 -20.918 -16.276 -28.603
-11.817 -16.838 -26.116 -22.010 -33.175
-14.460 -22.618 -31.143 -27.042 -37.376
-17.647 -27.013 -35.184 -31.311 -42.941
-21.650 -29.546 -38.469 -35.667 -49.793
-25.900 -31.119 -41.708 -40.607 -55.913
-28.952 -32.516 -44.499 -44.800 -58.596
-29.458 -32.968 -44.726 -45.402 -56.159
-27.485 -30.577 -40.081 -40.442 -49.137
-24.598 -24.386 -30.628 -31.087 -40.162
-22.586 -15.954 -19.673 -21.318 -32.440
-22.009 -8.727 -11.785 -14.938 -27.673
-22.072 -5.563 -9.414 -12.597 -24.963
-21.782 -6.701 -11.282 -11.766 -21.753
-21.035 -9.888 -13.770 -9.555 -16.233
-20.281 -12.344 -13.924 -5.481 -9.058
-19.318 -12.695 -11.358 -1.587 -2.859
-16.911 -11.380 -7.808 -0.114 -0.018
-12.119 -9.677 -5.432 -1.456 -0.890
-5.981 -8.548 -5.555 -4.381 -4.094
-1.416 -8.201 -8.343 -7.806 -8.149
-0.997 -8.445 -13.031 -11.861 -12.630
-4.573 -9.221 -18.223 -17.141 -17.846
-9.273 -10.874 -22.574 -23.333 -23.913
-12.157 -13.958 -25.672 -29.088 -30.461
-12.796 -18.679 -28.349 -33.286 -37.099
-13.267 -24.367 -31.803 -36.229 -43.640
-15.575 -29.501 -36.218 -39.333 -49.674
-19.213 -32.421 -40.310 -43.462 -54.111
-21.438 -32.226 -42.243 -47.519 -55.514
-19.905 -29.192 -40.988 -48.797 -53.096
